BO_cost,Case_id,H_cost,Lamda,Num_back_orders,Parameter_Name,Parameter_Value,Server_cost,T_cost,Used_server,Utilization,Var_level
39396.0864929832,Case: 0076,5202.0553925194,0.0,2.8847594258,failure_rate,0.9,120000,164598.1418855027,12,0.6000000016,0.05
77647.1671134521,Case: 0076,4473.2864195364,0.0,5.6856763491,failure_rate,0.8,120000,202120.4535329885,12,0.5333333348,0.05
6962.0600088239,Case: 0076,4152.7120690043,0.0,0.5097934851,failure_rate,0.6,120000,131114.7720778283,12,0.4000000011,0.05
32659.1221192172,Case: 0076,3026.2950982607,0.0,2.39144846,failure_rate,0.4,120000,155685.4172174778,12,0.2666666674,0.05
48878.5844774092,Case: 0076,1509.7991638681,0.0,3.5791107657,failure_rate,0.2,120000,170388.3836412774,12,0.1333333337,0.05
68788.4162412808,Case: 0079,6268.2154610553,0.0,2.864189346,failure_rate,0.9,80000,155056.6317023361,8,0.4499999998,0.05
114685.659576341,Case: 0079,5232.8849618035,0.0,4.7752435984,failure_rate,0.8,80000,199918.5445381445,8,0.3999999999,0.05
119299.899835622,Case: 0079,3468.1226965857,0.0,4.9673698097,failure_rate,0.6,80000,202768.0225322077,8,0.2999999999,0.05
70443.6399872764,Case: 0079,2212.3504765307,0.0,2.9331090055,failure_rate,0.4,80000,152655.9904638071,8,0.1999999999,0.05
83180.0753143844,Case: 0079,708.8312015037,0.0,3.4634244912,failure_rate,0.2,80000,163888.9065158882,8,0.1,0.05
94225.4154884218,Case: 0080,6941.8705243088,0.0,4.4326283154,failure_rate,0.9,110000,211167.2860127305,11,0.6545454547,0.05
60477.6298722431,Case: 0080,6391.3861185011,0.0,2.8450376497,failure_rate,0.8,110000,176869.0159907442,11,0.581818182,0.05
9959.7847472134,Case: 0080,5940.2257519042,0.0,0.4685362612,failure_rate,0.6,110000,125900.0104991175,11,0.4363636365,0.05
47104.8756587816,Case: 0080,5006.9592911842,0.0,2.2159457144,failure_rate,0.4,110000,162111.8349499658,11,0.290909091,0.05
68992.4675685079,Case: 0080,1953.2590851518,0.0,3.2455995414,failure_rate,0.2,110000,180945.7266536597,11,0.1454545455,0.05
134752.6069549852,Case: 0117,4027.395961635,0.0,5.6747592482,failure_rate,0.9,70000,208780.0029166202,7,0.5142857146,0.05
94174.3806272178,Case: 0117,3663.2487312164,0.0,3.9659116768,failure_rate,0.8,70000,167837.6293584342,7,0.4571428574,0.05
61588.259550521,Case: 0117,2764.6321029632,0.0,2.59363105,failure_rate,0.6,70000,134352.8916534842,7,0.3428571431,0.05
77149.4783860881,Case: 0117,1423.3912466917,0.0,3.2489517335,failure_rate,0.4,70000,148572.8696327798,7,0.2285714287,0.05
7757.1911174638,Case: 0117,628.6036896825,0.0,0.3266741403,failure_rate,0.2,70000,78385.7948071463,7,0.1142857144,0.05
85136.8982203947,Case: 0118,6635.9094461448,0.0,2.686896447,failure_rate,0.9,120000,211772.8076665395,12,0.6000000002,0.05
8537.7003092475,Case: 0118,6633.4796361741,0.0,0.2694474089,failure_rate,0.8,120000,135171.1799454216,12,0.5333333336,0.05
43183.099969229,Case: 0118,5908.434780958,0.0,1.3628464309,failure_rate,0.6,120000,169091.534750187,12,0.4000000002,0.05
37842.4799711743,Case: 0118,4709.4964813391,0.0,1.1942979731,failure_rate,0.4,120000,162551.9764525134,12,0.2666666668,0.05
74083.4107440721,Case: 0118,1433.3304139287,0.0,2.3380515061,failure_rate,0.2,120000,195516.7411580007,12,0.1333333334,0.05
82976.9548198708,Case: 0119,3803.0138179888,0.0,3.8162375948,failure_rate,0.9,70000,156779.9686378597,7,0.5142857153,0.05
