BO_cost,Case_id,H_cost,Lamda,Num_back_orders,Parameter_Name,Parameter_Value,Server_cost,T_cost,Used_server,Utilization,Var_level
11916.4698057217,Case: 0076,24200.1243758094,1.0,0.8725777521,holding_cost,2.5,90000,126116.5941815311,9,0.8888888913,0.05
14284.9406247246,Case: 0076,26476.1901380512,1.0,1.0460078851,holding_cost,3.0,90000,130761.1307627759,9,0.8888888913,0.05
7179.9204364338,Case: 0079,20484.5473075583,1.0,0.2989551547,holding_cost,1.25,50000,77664.4677439922,5,0.7999999997,0.05
8473.0777933848,Case: 0079,23142.2159867576,1.0,0.3527992134,holding_cost,1.5,50000,81615.2937801424,5,0.7999999997,0.05
11400.499930691,Case: 0079,27446.6375833148,1.0,0.4746902491,holding_cost,2.0,50000,88847.1375140058,5,0.7999999997,0.05
13512.1202325664,Case: 0079,32038.8385384161,1.0,0.5626131975,holding_cost,2.5,50000,95550.9587709825,5,0.7999999997,0.05
20532.3142650308,Case: 0079,30582.328155122,1.0,0.854917717,holding_cost,3.0,50000,101114.6424201528,5,0.7999999997,0.05
3557.3676093315,Case: 0080,19935.4756705546,1.0,0.1673485684,holding_cost,1.25,90000,113492.843279886,9,0.8888888891,0.05
6212.7891501962,Case: 0080,21042.9191861629,1.0,0.2922670594,holding_cost,1.5,90000,117255.7083363592,9,0.8888888891,0.05
7290.3066350531,Case: 0080,26815.092485247,1.0,0.3429565097,holding_cost,2.0,90000,124105.3991203001,9,0.8888888891,0.05
11040.2616865889,Case: 0080,29279.8230516597,1.0,0.5193649326,holding_cost,2.5,90000,130320.0847382486,9,0.8888888891,0.05
12256.2765451575,Case: 0080,33805.3455371662,1.0,0.5765696885,holding_cost,3.0,90000,136061.6220823238,9,0.8888888891,0.05
7549.8068998023,Case: 0117,18402.6871759783,1.0,0.3179406877,holding_cost,1.25,50000,75952.4940757805,5,0.8000000005,0.05
9174.5346273646,Case: 0117,20318.3627621337,1.0,0.3863619146,holding_cost,1.5,50000,79492.8973894984,5,0.8000000005,0.05
12102.7365386428,Case: 0117,23773.7092934149,1.0,0.5096756022,holding_cost,2.0,50000,85876.4458320577,5,0.8000000005,0.05
15238.512817795,Case: 0117,26205.2223180139,1.0,0.6417307501,holding_cost,2.5,50000,91443.735135809,5,0.8000000005,0.05
17046.19812177,Case: 0117,29461.6411676076,1.0,0.7178567645,holding_cost,3.0,50000,96507.8392893777,5,0.8000000005,0.05
6256.7164725249,Case: 0118,22578.8157844531,1.0,0.1974602036,holding_cost,1.25,90000,118835.5322569781,9,0.8888888893,0.05
7050.5660423333,Case: 0118,26236.2990625136,1.0,0.2225138717,holding_cost,1.5,90000,123286.8651048469,9,0.8888888893,0.05
9185.3780140637,Case: 0118,32561.1648428149,1.0,0.2898879342,holding_cost,2.0,90000,131746.5428568786,9,0.8888888893,0.05
13043.2237426138,Case: 0118,36543.366257704,1.0,0.4116404551,holding_cost,2.5,90000,139586.5900003178,9,0.8888888893,0.05
17502.6242777566,Case: 0118,38876.0542520372,1.0,0.5523778757,holding_cost,3.0,90000,146378.6785297939,9,0.8888888893,0.05
19671.2664058986,Case: 0022,94407.9484299359,1.0,1.1697113521,holding_cost,1.25,400000,514079.2148358345,4,0.9999999919,0.05
22627.2295062128,Case: 0022,110058.2411721801,1.0,1.3454816113,holding_cost,1.5,400000,532685.4706783929,4,0.9999999919,0.05
27658.5700243253,Case: 0022,140970.3156762467,1.0,1.6446599153,holding_cost,2.0,400000,568628.8857005719,4,0.9999999919,0.05
33341.1279805577,Case: 0022,169882.5511539165,1.0,1.9825615234,holding_cost,2.5,400000,603223.6791344741,4,0.9999999919,0.05
39540.9423108674,Case: 0022,197147.7547583166,1.0,2.3512207166,holding_cost,3.0,400000,636688.6970691839,4,0.9999999919,0.05
6328.8546258579,Case: 0023,114690.5099031758,1.0,0.5651810893,holding_cost,1.25,800000,921019.3645290337,8,1.0000000002,0.05
7647.4139543869,Case: 0023,136190.3082421478,1.0,0.6829314315,holding_cost,1.5,800000,943837.7221965347,8,1.0000000002,0.05
12183.1482168753,Case: 0023,176378.3554845856,1.0,1.0879828006,holding_cost,2.0,800000,988561.5037014609,8,1.0000000002,0.05
16461.6225907719,Case: 0023,215765.1910120901,1.0,1.4700602776,holding_cost,2.5,800000,1032226.813602862,8,1.0000000002,0.05
21917.0249846956,Case: 0023,253033.2398057967,1.0,1.9572400992,holding_cost,3.0,800000,1074950.2647904921,8,1.0000000002,0.05
6966.6210588068,Case: 0029,18291.859452904,1.0,0.3010704264,holding_cost,1.25,500000,525258.4805117107,5,0.8000000006,0.05
8066.8506489744,Case: 0029,20740.2291432548,1.0,0.3486180954,holding_cost,1.5,500000,528807.0797922292,5,0.8000000006,0.05
10706.893723768,Case: 0029,24674.1279754034,1.0,0.4627105496,holding_cost,2.0,500000,535381.0216991714,5,0.8000000006,0.05
13122.9539035496,Case: 0029,28097.1475730564,1.0,0.5671233291,holding_cost,2.5,500000,541220.1014766061,5,0.8000000006,0.05
17060.5347950205,Case: 0029,29426.3785253614,1.0,0.737290351,holding_cost,3.0,500000,546486.9133203819,5,0.8000000006,0.05
6107.0452192129,Case: 0119,18622.8362777623,1.0,0.2808723893,holding_cost,1.25,50000,74729.8814969752,5,0.8000000015,0.05
8018.9817550779,Case: 0119,20222.667503614,1.0,0.3688052871,holding_cost,1.5,50000,78241.6492586919,5,0.8000000015,0.05
10057.861073416,Case: 0119,24640.7730011506,1.0,0.4625764784,holding_cost,2.0,50000,84698.6340745667,5,0.8000000015,0.05
