num_SKU,skillCost,VNS_run_time,VNS_best_cost,CaseID,FailureRates,utilization_rate,holding_cost_min,machineCost,ServiceRates,holding_costs,penalty_cost,VNS_best_priority,neighbors_structures
20,100,12979.06603193283,534176.2069949079,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[19, 4, 17, 19, 5, 14, 6, 17, 2, 19, 16, 11, 10, 19, 9, 8, 19, 18, 1, 5]",_0234
20,100,17537.236908197403,52420.421192232825,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[7, 8, 15, 16, 11, 4, 2, 2, 12, 12, 14, 19, 4, 18, 8, 19, 5, 4, 9, 9]",_023
10,100,9540.931448936462,107905.66514760967,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[7, 3, 6, 4, 8, 7, 4, 8, 7, 8]",_023
20,100,14472.114634037018,507279.032837417,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[19, 17, 8, 19, 1, 13, 19, 7, 18, 1, 14, 18, 12, 8, 9, 18, 19, 9, 10, 12]",_023
20,100,10294.587094068527,52396.11610857624,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[6, 2, 16, 8, 11, 7, 9, 4, 17, 14, 15, 19, 2, 18, 9, 18, 8, 4, 7, 11]",_024
10,100,18541.895175933838,105268.44890600297,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[7, 5, 4, 6, 9, 6, 4, 7, 6, 9]",_024
20,100,27180.340217113495,517607.1882021529,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[19, 10, 1, 19, 18, 17, 9, 16, 8, 8, 15, 8, 5, 16, 9, 3, 19, 12, 4, 7]",_024
20,100,21453.89226102829,52362.806921906405,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[5, 5, 16, 18, 11, 9, 12, 10, 10, 16, 15, 19, 2, 18, 13, 18, 9, 9, 11, 10]",_025
10,100,11680.071027040482,107470.74329401717,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[6, 3, 2, 6, 9, 8, 3, 7, 6, 8]",_025
20,100,28767.434364795685,488619.9798305407,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[16, 10, 16, 19, 11, 7, 16, 4, 10, 9, 15, 10, 10, 12, 14, 10, 19, 9, 14, 3]",_025
20,100,18349.007802009583,52818.47992999542,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[6, 3, 15, 12, 10, 3, 6, 9, 11, 7, 12, 16, 2, 19, 17, 19, 4, 2, 8, 4]",_02
10,100,15577.665195941925,102835.00974617481,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[7, 4, 3, 5, 9, 7, 2, 8, 6, 9]",_02
20,100,8467.774297952652,523520.29413841025,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[19, 10, 8, 19, 18, 7, 1, 17, 1, 9, 15, 8, 10, 12, 9, 17, 19, 9, 8, 13]",_02
20,100,10282.417662858963,52428.89889370549,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[9, 3, 12, 12, 11, 6, 10, 4, 16, 9, 12, 17, 2, 17, 9, 17, 9, 9, 11, 9]",_034
10,100,7381.365581989288,107379.90384024226,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[8, 7, 6, 7, 3, 8, 4, 8, 6, 8]",_034
20,100,26661.612668037415,499010.2322083667,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[19, 15, 12, 15, 13, 6, 19, 12, 7, 15, 16, 7, 8, 9, 5, 3, 19, 1, 11, 5]",_034
20,100,8297.078481197357,52572.773730134504,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[6, 4, 15, 9, 14, 1, 13, 6, 2, 14, 14, 19, 5, 16, 9, 18, 13, 3, 2, 8]",_035
10,100,2568.309911966324,119210.51938925075,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[7, 9, 4, 7, 8, 6, 7, 8, 8, 6]",_035
20,100,21920.362426042557,538281.3064313843,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[17, 12, 8, 16, 10, 8, 11, 6, 7, 8, 14, 12, 5, 3, 9, 12, 3, 9, 12, 8]",_035
20,100,8183.663447141647,52731.50562839255,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[6, 5, 17, 8, 13, 4, 11, 6, 16, 9, 16, 16, 4, 18, 10, 18, 13, 13, 4, 3]",_03
10,100,8256.51546216011,104617.22569612313,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[6, 2, 3, 5, 8, 7, 2, 7, 6, 8]",_03
20,100,4229.302947998047,478792.0641039191,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[18, 10, 4, 19, 17, 16, 19, 6, 12, 19, 17, 18, 6, 17, 10, 12, 19, 8, 16, 9]",_03
20,100,18096.003407001495,52485.36174778808,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[2, 8, 16, 10, 16, 4, 11, 9, 13, 10, 15, 19, 10, 17, 13, 17, 12, 11, 10, 3]",_04
