num_SKU,skillCost,VNS_run_time,VNS_best_cost,CaseID,FailureRates,utilization_rate,holding_cost_min,machineCost,ServiceRates,holding_costs,penalty_cost,VNS_best_priority,neighbors_structures
10,100,21294.479415893555,103310.10381190288,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[7, 4, 2, 6, 9, 8, 3, 8, 6, 9]",_04
20,100,16904.427247047424,493677.3277116618,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[19, 7, 3, 15, 4, 1, 19, 6, 18, 19, 10, 8, 4, 4, 4, 1, 19, 17, 8, 6]",_04
20,100,9636.344092845917,52484.38951787404,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[6, 3, 14, 16, 12, 2, 13, 5, 11, 8, 14, 17, 5, 17, 10, 18, 9, 3, 2, 6]",_05
10,100,10721.22397685051,104116.2090461795,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[6, 5, 4, 5, 8, 6, 4, 7, 5, 8]",_05
20,100,7016.750353097916,501761.96880875714,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[19, 12, 7, 13, 14, 8, 17, 10, 8, 9, 9, 5, 10, 17, 11, 12, 19, 9, 9, 3]",_05
20,100,5709.379431009293,52495.158143607725,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[2, 2, 18, 18, 13, 4, 8, 8, 12, 10, 11, 19, 9, 19, 6, 19, 11, 9, 9, 10]",_0
10,100,5079.932643890381,104429.46769263424,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[5, 2, 3, 4, 9, 5, 3, 8, 5, 8]",_0
20,100,4722.042368173599,522683.2951044411,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[19, 8, 18, 17, 8, 18, 19, 15, 15, 19, 1, 18, 15, 19, 10, 12, 19, 8, 2, 5]",_0
20,100,31035.077347040176,52585.16793936157,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[12, 4, 16, 14, 16, 1, 3, 3, 17, 4, 18, 18, 3, 19, 15, 19, 7, 14, 7, 10]",_12345
10,100,20448.413851976395,103552.5695521486,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[7, 2, 4, 4, 9, 8, 1, 8, 5, 9]",_12345
20,100,10659.310146093369,502300.7452491481,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[19, 9, 9, 15, 6, 10, 19, 12, 12, 19, 16, 18, 6, 8, 8, 2, 19, 10, 8, 8]",_12345
20,100,35953.43086385727,52342.30115664371,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[4, 7, 14, 12, 14, 1, 5, 2, 11, 9, 14, 19, 2, 16, 14, 18, 9, 2, 10, 7]",_1234
10,100,8153.01718211174,111949.84732438214,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[8, 6, 7, 6, 9, 6, 2, 9, 8, 8]",_1234
20,100,11756.16459608078,490990.45502440457,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[19, 14, 18, 17, 9, 1, 19, 9, 16, 19, 1, 13, 6, 8, 15, 12, 19, 14, 8, 8]",_1234
20,100,13915.225392818451,52501.41632058607,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[10, 4, 18, 16, 15, 2, 11, 3, 15, 11, 11, 19, 6, 19, 5, 19, 9, 1, 5, 11]",_123
10,100,7617.194092035294,107490.47939723486,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[7, 5, 1, 3, 9, 7, 2, 9, 5, 9]",_123
20,100,19067.41300201416,473946.255314388,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[18, 8, 15, 19, 16, 9, 19, 9, 2, 9, 15, 9, 8, 1, 13, 12, 19, 5, 5, 8]",_123
20,100,11938.061070203781,52370.3256928508,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[6, 12, 17, 18, 15, 8, 12, 5, 15, 16, 15, 19, 10, 19, 14, 19, 14, 9, 14, 6]",_12
10,100,15539.221509933472,108719.4818092783,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[8, 5, 5, 8, 9, 8, 2, 9, 8, 9]",_12
20,100,12173.95416879654,516546.9931450633,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[19, 4, 8, 13, 8, 8, 19, 2, 15, 15, 5, 14, 7, 19, 3, 10, 19, 13, 13, 4]",_12
20,100,20615.633113861084,52414.06132215359,Case: 0018,"[0.006989162087754262, 0.11799319739846362, 0.05293222926109342, 0.008600032617645536, 0.10806151202970621, 0.011825678001407155, 0.05397694997167652, 0.05343259295450785, 0.018650874430844358, 0.02998919896943028, 0.033250073442913954, 0.010517730001021786, 0.09477801120733728, 0.06337208863355442, 0.020536386232014626, 0.014687650177572849, 0.08696626376101947, 0.12523804373277958, 0.057917309565900646, 0.030285015523356062]",0.65,1,10000,"[0.27312175158562907, 0.7757043598928178, 0.1740565288623772, 0.08043761368199208, 0.391789397251738, 0.46965399387430223, 0.40278088491104136, 1.0890725769900074, 0.158775701655619, 0.21953423915621983, 0.20634536506553666, 0.04665993706707426, 0.8426811865361622, 0.1433756275036551, 0.17650020030039357, 0.05560897054935492, 0.4692625644461452, 0.6618600587551096, 0.424149280278705, 0.33449495508667954]","[1000.0, 291.38496956045935, 143.54132487443547, 374.2058539381908, 143.52342650215851, 976.1573972461422, 312.8494042455535, 665.3247897191268, 291.3430263995017, 328.9323585200458, 208.90115939793932, 179.72166796383283, 293.0312816111161, 86.66046133758275, 296.8261537524817, 181.41516859019004, 195.96595685966776, 218.74601953953592, 334.04403197047293, 388.79615400697355]",13669.771823965666,"[6, 5, 18, 18, 13, 2, 11, 7, 13, 10, 16, 19, 3, 19, 15, 18, 11, 9, 4, 12]",_13
10,100,5582.122812986374,106032.45406518888,Case: 0019,"[0.0906369248492309, 0.08161762927953106, 0.21592850352890902, 0.19545634668581383, 0.0036888758723807777, 0.03274508456802259, 0.21862364547909088, 0.0737474292882389, 0.08318975190051899, 0.004365808548263056]",0.65,1,10000,"[0.10996779690425798, 2.04680515776776, 1.88736914551073, 0.4153515817123458, 0.0016884378388859263, 0.06075727351786341, 2.5414676315178206, 0.055833590016429374, 0.1850607599825299, 0.00927326470064796]","[181.89889304442823, 1000.0, 725.9688071653321, 387.58935501535115, 134.6554936953114, 289.4718713675634, 806.4661427198066, 178.4148188025602, 391.4378590915375, 315.64292211870605]",28200.295431708866,"[7, 6, 4, 4, 9, 7, 3, 8, 7, 9]",_13
20,100,6764.547159910202,496793.82695623994,Case: 0022,"[0.20098987924896647, 0.06522156778502702, 0.024439695916407985, 0.011585874349435046, 0.07193722439466484, 0.03553639353810447, 0.0010729390774776569, 0.03927583189368288, 0.04141552199488014, 0.0005455344691903801, 0.01832917069524063, 0.01528089805285754, 0.04899328875297068, 0.008197263802794093, 0.0322797722545274, 0.21000930478167676, 0.00032688644228809165, 0.00951127911857245, 0.11558455555035185, 0.04946711788088328]",0.8,1,100000,"[0.22583944799959493, 0.2943428808506016, 0.14787429356054224, 0.045322365856200156, 0.24066527890086528, 0.46481172516590413, 0.006804296760538573, 0.5843727796564988, 0.17089710837276598, 0.011976750124481007, 0.17473531297395478, 0.35160552328517336, 0.5561687084492176, 0.09578658896843173, 0.3948046932676345, 0.7028437141786761, 0.0007485877350063664, 0.29227112800022365, 0.4530609432485239, 0.32443343851453516]","[58.118114721147535, 297.2827716873855, 396.9589597769828, 243.9478453846884, 265.4492021914395, 679.7128550628206, 438.78756833296654, 745.6299780151064, 315.13415136923436, 836.7942107868823, 575.1019205962223, 933.5650696682153, 615.4014727583225, 602.2653226119431, 671.6148960049892, 253.34932073579216, 168.91321568753372, 985.6688726941106, 328.40241820686174, 486.4522193973242]",16817.197139997286,"[19, 8, 18, 18, 16, 1, 19, 11, 4, 5, 10, 5, 6, 15, 2, 12, 19, 13, 6, 13]",_13
